og_distance,og_popularity,xi_level_0,xi_level_0.25,xi_level_0.5,xi_level_0.75,xi_level_1
6.92756,-31.2856,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55434,-21.8301,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.4189,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26525,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.59295,-22.7391,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.57925,-22.1328,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8454,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.84497,-29.0048,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3339,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.8249,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8352,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.9661,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8348,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.80239,-27.7613,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.8864,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.72339,-10.0223,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.9111,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08252,-36.4011,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4387,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.9167,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90635,-30.7178,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.2782,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3973,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.44002,-19.6359,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8328,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.2313,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72827,-25.901,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.8974,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.60956,-23.0927,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.841,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3142,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8382,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.369,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.66224,-24.2976,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.2317,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.9185,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.69359,-25.0467,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.69082,-24.9918,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.5134,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.3696,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.73521,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.2977,-17.1418,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.42606,-19.3552,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.9187,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.93878,-12.2279,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.591,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.41654,-19.1999,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.16858,-39.6116,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.45804,-19.8173,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90635,-30.7997,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5717,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.2302,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.53575,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.8861,-11.6397,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.66224,-24.311,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.06047,-35.5532,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.687,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.14978,-14.901,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.79343,-27.5797,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.4564,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.6038,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.48064,-8.04123,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
5.53953,-8.47903,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.55067,-21.8148,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.3139,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.93878,-12.2074,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.87469,-29.864,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.7861,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.78659,-27.4066,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.45804,-19.8963,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.4981,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.72339,-10.0213,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.9435,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.537,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72569,-25.8502,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.17495,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.93878,-12.0672,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.7753,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33393,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.75585,-26.6136,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.1557,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81986,-28.3148,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.17494,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.24564,-6.52241,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.49636,-20.7256,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5719,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.79343,-27.6005,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.6609,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.77264,-27.0365,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5492,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81121,-28.0676,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.38683,-18.6611,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.1294,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.2876,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52036,-21.1881,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.44092,-3.38929,-1.84798,-2.80129,-3.20216,-3.43418,-3.58234
6.05036,-13.5695,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.3652,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.14978,-14.8972,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.95614,-32.3097,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.6904,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.6345,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.6873,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.1842,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.45432,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.59221,-8.87233,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08252,-36.4011,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.3112,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7928,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.04974,-35.1807,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08631,-36.4672,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89386,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.5797,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.571,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.1968,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.8917,-30.3655,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.85752,-11.337,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.8981,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3538,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.04974,-35.339,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.43345,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.63814,-23.7404,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.11566,-37.4837,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.70452,-25.3266,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.94289,-31.7625,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.88421,-29.9868,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.76207,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.5163,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.80239,-27.8226,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.04025,-13.4437,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81986,-28.3039,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.85752,-11.3397,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5719,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.67099,-24.2778,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.12457,-14.5496,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89347,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.825,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8567,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.517,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.5121,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.80849,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.47114,-20.2287,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.12457,-14.4706,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.07485,-36.1974,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.8917,-30.0732,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93484,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.68524,-24.8382,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.96745,-32.6055,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.5186,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5364,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72827,-25.9129,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3667,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.5161,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3532,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.44369,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
6.59295,-22.5649,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.6025,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.29157,-17.0431,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.349,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.93878,-12.2277,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.84497,-28.8439,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4184,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.9454,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.76224,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59295,-22.7412,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.89725,-30.5148,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.3817,-18.5718,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.44002,-19.4782,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81771,-28.2466,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5159,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.10242,-37.1298,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.72339,-10.0221,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26555,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
7.08252,-36.4908,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26553,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.86888,-29.6769,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.571,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.78659,-27.3387,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.2396,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.6849,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.8141,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81771,-28.2583,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.9186,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.8846,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7435,-26.1972,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.8071,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72569,-25.8461,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.1597,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5712,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1397,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93254,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.28536,-16.9403,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49224,-20.6437,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.9679,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.8972,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5345,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.06047,-35.5533,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4373,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3274,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93952,-31.7916,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.69359,-25.0451,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3619,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.80973,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.43041,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
6.47114,-20.2098,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.3817,-18.3973,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7791,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.44092,-3.38926,-1.84798,-2.80129,-3.20216,-3.43418,-3.58234
5.37682,-7.31306,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.68524,-24.8564,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.69082,-24.9797,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3536,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.80461,-27.8995,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.82721,-11.0244,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.29157,-17.0301,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.93878,-12.146,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.5946,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49224,-20.6232,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.11566,-37.7533,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.1946,-40.6363,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.9472,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3422,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.14978,-14.9006,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.91352,-30.8573,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8334,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.77264,-26.9703,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.91352,-30.8583,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3437,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33388,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
4.78749,-4.4188,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
7.07485,-36.1975,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.9309,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.6437,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
4.89906,-4.86694,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
7.0374,-34.8223,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.21546,-41.5391,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.5907,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.07485,-36.1277,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.02188,-34.2987,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.8106,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3558,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.68495,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.88022,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81986,-28.2987,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.4413,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.5934,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.04974,-35.386,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1434,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4363,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8436,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.8251,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47114,-20.217,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1418,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3541,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.6437,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
6.44002,-19.553,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.87469,-29.8451,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3422,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.04025,-13.4437,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.2206,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7334,-26.0303,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.53953,-8.32165,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.39693,-18.8398,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8861,-11.6421,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.83674,-28.7831,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7435,-26.2859,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08252,-36.3982,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.00882,-33.8597,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.53605,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.77264,-26.8914,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3666,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.06997,-13.8239,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4373,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.8766,-29.9194,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.06707,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
6.44002,-19.5548,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.59246,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.47114,-20.0721,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.44319,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
6.18154,-15.2739,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.12971,-38.1362,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.10242,-37.0504,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.2039,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5481,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.9228,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.3679,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.6865,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5347,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.44386,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
6.44002,-19.553,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.85752,-11.3392,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.4366,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8355,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93506,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.06997,-13.8212,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1428,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52036,-21.0491,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23957,-16.2205,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.6572,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93272,-31.5864,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.9183,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3978,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3264,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.73595,-25.9498,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.86855,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
6.55067,-21.8348,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.86693,-29.5621,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.12457,-14.5519,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.2104,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3668,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.41654,-19.1986,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93483,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
5.85752,-11.3394,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.79343,-27.5208,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3553,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.70452,-25.3123,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.42606,-19.3742,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.8303,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.9332,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84353,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.3352,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.45416,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.05036,-13.5717,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.76311,-26.6443,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.72339,-10.0219,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.9682,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.5337,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.9545,-32.1978,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.82201,-28.2951,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84119,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.64428,-23.8132,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.41654,-19.1798,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.64368,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
6.92756,-31.1317,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.5052,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.64143,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
5.85752,-11.3389,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3825,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72569,-25.8362,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.44108,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
