og_distance,og_popularity,xi_level_0,xi_level_0.25,xi_level_0.5,xi_level_0.75,xi_level_1
6.76311,-26.8027,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1418,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.98626,-33.2591,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.82721,-11.0263,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.44092,-3.36439,-1.84798,-2.80128,-3.20216,-3.43417,-3.58234
6.23957,-16.223,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.60956,-22.9504,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3655,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33127,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.45804,-19.9439,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.44002,-19.6348,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3671,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.95614,-32.2471,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.81933,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4365,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.70452,-25.3034,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3552,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.39018,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
5.24564,-6.53347,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.55067,-21.6764,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26365,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.64428,-23.8813,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.3669,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.66224,-24.2956,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.41654,-19.042,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.25206,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
7.0511,-35.1567,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.4899,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26546,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
5.70378,-9.68536,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.96745,-32.6549,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.1946,-40.7076,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.7597,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.2204,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.8766,-29.9026,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.81206,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
7.00587,-33.8507,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.3817,-18.5703,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47114,-20.2288,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.86869,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
7.10242,-37.1291,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89368,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.45804,-19.9783,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.709,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5354,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.53594,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.19296,-6.22306,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.67099,-24.4984,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.14978,-14.8996,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08631,-36.4683,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.01418,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.69359,-25.0578,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.70452,-25.3128,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33358,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.29157,-17.0439,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.8042,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3671,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.3371,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.86857,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
5.59221,-8.87322,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.64367,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
5.77799,-10.5372,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.00587,-33.8526,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.72339,-10.0215,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.07998,-36.456,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.84497,-28.9157,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84376,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.8157,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.6052,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23957,-16.2227,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47543,-20.2297,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.571,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.3817,-18.5718,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58271,-22.5186,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3552,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93272,-31.4435,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.457,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.0855,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3281,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.82721,-11.0259,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.04429,-35.1398,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.3556,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.81183,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.70452,-25.3259,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.12457,-14.5506,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.418,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.07998,-36.3214,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.86888,-29.6847,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.8115,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.18154,-15.1976,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.79343,-27.5685,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.9048,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8564,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8149,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.0511,-35.4336,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.9436,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.8766,-29.8214,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.2439,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.8307,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7927,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.95614,-32.1714,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.11566,-37.6018,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1407,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.572,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90091,-30.4865,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.44002,-19.6227,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.8553,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
4.89906,-4.86413,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
6.12457,-14.552,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.00882,-34.0315,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93443,-31.5713,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72827,-25.8808,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.73286,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.81121,-27.8407,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.51521,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.24564,-6.53577,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.45804,-19.9782,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49224,-20.6437,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59295,-22.7281,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.82073,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.195,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.2431,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33368,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.49636,-20.7237,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.6733,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.6135,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.55067,-21.8218,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.8687,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
6.63193,-23.6121,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81986,-28.3192,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.838,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93952,-31.7302,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84368,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.98472,-33.1413,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.7006,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.8369,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.93878,-12.2278,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.08252,-36.5382,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.9481,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.3677,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.2433,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.05513,-35.3514,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3961,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.33866,-17.8249,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.77264,-27.0389,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.45804,-19.973,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.84293,-28.8788,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.9432,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.89725,-30.4484,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.41654,-19.1978,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.44002,-19.5542,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.82201,-28.138,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23268,-16.0349,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.85752,-11.3242,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.7131,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.2891,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.88421,-30.1432,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.83674,-28.6154,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8861,-11.6232,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.10697,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.33866,-17.825,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.73595,-26.0037,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.537,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.64378,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
6.72827,-25.8125,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90635,-30.7194,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.78749,-4.4439,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
7.10242,-37.0509,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.33371,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
7.00439,-33.8041,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.4945,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26524,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.38683,-18.6426,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93431,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.14978,-14.8997,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.84293,-28.9266,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.86863,-1.84798,-2.80129,-3.20216,-3.43418,-3.58235
6.76311,-26.7219,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49636,-20.5671,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92756,-31.4228,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.534,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.9545,-32.2558,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.66224,-24.3105,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.63193,-23.5302,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.83674,-28.7723,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49224,-20.597,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2041,-15.605,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.7598,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23957,-16.2093,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.2233,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.2111,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72827,-25.6747,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7899,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4043,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49636,-20.7248,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7435,-26.1416,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.4389,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7435,-26.2159,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.02188,-34.2965,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.3359,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.5934,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5716,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.67099,-24.4961,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.69359,-24.9763,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.58615,-22.5934,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.88421,-30.1459,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.02188,-34.3491,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.89725,-30.3688,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.00905,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.44002,-19.6229,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.336,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.0511,-35.3637,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89371,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.63814,-23.749,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.453,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90091,-30.618,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23957,-16.2215,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.82721,-11.0219,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.6153,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.63814,-23.7542,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3076,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.17508,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.8998,-11.7929,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.4919,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.7768,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.66224,-24.2305,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.92154,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.07949,-13.9323,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.91352,-30.8579,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.23755,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.7435,-26.2861,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.0511,-35.3056,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.97851,-32.9614,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.80239,-27.7621,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3835,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.7753,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.31567,-17.3458,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.47114,-20.2167,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.62247,-23.3841,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.29157,-16.8037,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.24564,-6.52241,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.81771,-28.2209,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.34425,-17.7607,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.85971,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.2207,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89192,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7774,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.88421,-30.0511,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.95113,-12.356,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3252,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.7435,-26.214,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.1434,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.72827,-25.9012,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.5135,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.2977,-17.1412,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.05036,-13.5563,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.2886,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.90635,-30.7199,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59295,-22.7281,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.67099,-24.4336,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26525,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.75585,-26.3231,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.1618,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.3254,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.99842,-33.5189,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.99085,-33.2714,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.67099,-24.4985,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.8382,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.89906,-4.86841,-1.84798,-2.80128,-3.20216,-3.43418,-3.58235
6.93952,-31.5721,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.00439,-33.7106,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84311,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.9738,-32.7313,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.4019,-18.9337,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.8998,-11.7791,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.9685,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.24638,-16.246,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.80239,-27.7973,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.52811,-21.3644,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.2909,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.44092,-3.28509,-1.84798,-2.80128,-3.20216,-3.43417,-3.58234
6.47543,-20.2918,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
4.09434,-2.64383,-1.84798,-2.80129,-3.20216,-3.43417,-3.58234
5.19296,-6.24396,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.80239,-27.7618,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.84376,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81121,-27.9955,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.14978,-14.8205,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.49224,-20.6391,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.17493,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
5.85752,-11.3368,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.51095,-8.26548,-1.84798,-2.80128,-3.20217,-3.43419,-3.58236
6.58615,-22.5799,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.37682,-7.25227,-1.84798,-2.80128,-3.20216,-3.43419,-3.58236
6.92756,-31.4396,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.88421,-30.1202,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.59221,-8.89348,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.9408,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.70378,-9.68182,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.8103,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.77799,-10.5352,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
7.07613,-36.3113,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.5085,-20.9668,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.85508,-29.3013,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.93952,-31.5721,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.92929,-31.4111,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.89725,-30.5073,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.87469,-29.8546,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.68524,-24.6865,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.64428,-23.8935,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.9454,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.07949,-13.9431,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.73595,-26.0037,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.73595,-26.0946,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.13407,-5.93467,-1.84798,-2.80128,-3.20216,-3.43418,-3.58236
6.75585,-26.6136,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.45804,-19.9628,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.81121,-28.0785,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.85752,-11.3389,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.60956,-23.1068,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.23957,-16.2204,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.39693,-18.8434,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.99768,-12.917,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.65929,-24.0694,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.28536,-16.93,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.17379,-15.2435,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
5.53953,-8.48041,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.59632,-22.8152,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
6.75585,-26.6023,-1.84798,-2.80129,-3.20217,-3.43419,-3.58236
